Study_id,Species,Taxonomy,Class_name,Order_name,Family_name,Migratory_behaviour,Biological_archives,Tags_type,N_analysis,Life_stage,Instrument,Ablation_type,Beam_diameter,Beam_interval,Laser_fluence,Scan_speed,Reference_materials,LODs,Recovery_values,Analysis_type,Element_composition,Sample_date,Publication_date,Rawdata_name,Reference
e4fda764f6f026fda2db2cd6eb8df2978fc7565f,Ocyurus chrysurus,Osteichthyes,Actinopterygii,Perciformes,Lutjanidae,Undetermined,Muscle,Stable isotope,140,Mixed,EA-IRMS,NA,NA,NA,NA,NA,NA,NA,NA,Point,d13C;d15N,2002;2006,2008,NA,"Verweij, M. C., Nagelkerken, I., Hans, I., Ruseler, S. M., & Mason, P. R. (2008). Seagrass nurseries contribute to coral reef fish populations. Limnology and Oceanography, 53(4), 1540-1547."
e4fda764f6f026fda2db2cd6eb8df2978fc7565f,Ocyurus chrysurus,Osteichthyes,Actinopterygii,Perciformes,Lutjanidae,Undetermined,Otolith,Stable isotope,87,Mixed,EA-IRMS,NA,NA,NA,NA,NA,NA,NA,NA,Point,d13C,2002;2006,2008,NA,"Verweij, M. C., Nagelkerken, I., Hans, I., Ruseler, S. M., & Mason, P. R. (2008). Seagrass nurseries contribute to coral reef fish populations. Limnology and Oceanography, 53(4), 1540-1547."
e6223511f349ed8253e5bbd5481a6e743dbd84e1,Anguilla japonica,Osteichthyes,Actinopterygii,Anguilliformes,Anguillidae,Catadromous,Otolith,Trace element,64,Mixed,EPMA,NA,10,10;20,NA,NA,CaCO3;SrCO3,NA,NA,Point,Ca;Sr,1998;1999,2002,NA,"Tzeng, W. N.  Shiao, J. C.  & Iizuka, Y. (2002). Use of otolith Sr: Ca ratios to study the riverine migratory behaviors of Japanese eel Anguilla japonica. Marine Ecology Progress Series, 245, 213-221."
e645bc68d48fc960fb994607dba904bd505487bd,Anguilla anguilla,Osteichthyes,Actinopterygii,Anguilliformes,Anguillidae,Multiple diadromous,Otolith,Trace element,58,Adult,LA-ICP-MS;EPMA,Laser ablation,50,10,NA,NA,CaCO3;SrCO3,NA,NA,Line,Ca;Sr,1997-2007,2012,NA,"Panfili, J.  Darnaude, A. M.  Lin, Y. J.  Chevalley, M.  Iizuka, Y.  Tzeng, W. N.  & Crivelli, A. J. (2012). Habitat residence during continental life of the European eel Anguilla anguilla investigated using linear discriminant analysis applied to otolith Sr: Ca ratios. Aquatic Biology, 15(2), 175-185."
e6503726da6eab2d27025101f37a710c06d1c13e,Gadus morhua,Osteichthyes,Actinopterygii,Gadiformes,Gadidae,Oceanodromous,Otolith,Trace element,106,Mixed,ID-ICP-MS,NA,NA,NA,NA,NA,NA,NA,NA,Point,Ba;Li;Mg;Mn;Sr,2001,2006,NA,"Methot, R.  Castonguay, M.  Lambert, Y.  Audet, C.  & Campana, S. E. (2005). Spatio-temporal distribution of spawning and stock mixing of Atlantic cod from the northern Gulf of St. Lawrence and southern Newfoundland stocks on Burgeo Bank as revealed by maturity and trace elements of otoliths. Journal of Northwest Atlantic Fishery Science, 36, 31-42."
e65acf2cafe143c21578de2aa2149b3d17ad2cbc,Alopias vulpinus,Chondrichthyes,Chondrichthyes,Lamniformes,Alopiidae,Oceanodromous,Vertebra,Trace element,10,Mixed,LA-ICP-MS,Laser ablation,150;100;125,NA,3.07,150;10;100,NIST612;MAPS-4;MACS-3,NA,NA,Line,Ba;Ca;Cu;Li;Mg;Mn;Na;Pb;Sr;Zn,2007;2008;2009;2010,2018,bt.mohan.2018,"Mohan, J. A., Miller, N. R., Herzka, S. Z., Sosa-Nishizaki, O., Kohin, S., Dewar, H., ... & Wells, R. D. (2018). Elements of time and place: manganese and barium in shark vertebrae reflect age and upwelling histories. Proceedings of the Royal Society B, 285(1890), 20181760."
e65acf2cafe143c21578de2aa2149b3d17ad2cbc,Isurus oxyrinchus,Chondrichthyes,Chondrichthyes,Lamniformes,Lamnidae,Oceanodromous,Vertebra,Trace element,10,Mixed,LA-ICP-MS,Laser ablation,150;100;125,NA,3.07,150;10;100,NIST612;MAPS-4;MACS-3,NA,NA,Line,Ba;Ca;Cu;Li;Mg;Mn;Na;Pb;Sr;Zn,2005;2007;2006;2008;2010,2018,bt.mohan.2018,"Mohan, J. A., Miller, N. R., Herzka, S. Z., Sosa-Nishizaki, O., Kohin, S., Dewar, H., ... & Wells, R. D. (2018). Elements of time and place: manganese and barium in shark vertebrae reflect age and upwelling histories. Proceedings of the Royal Society B, 285(1890), 20181760."
e65acf2cafe143c21578de2aa2149b3d17ad2cbc,Prionace glauca,Chondrichthyes,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Oceanodromous,Vertebra,Trace element,6,Mixed,LA-ICP-MS,Laser ablation,150;100;125,NA,3.07,150;10;100,NIST612;MAPS-4;MACS-3,NA,NA,Line,Ba;Ca;Cu;Li;Mg;Mn;Na;Pb;Sr;Zn,2004;2005;2009;2010,2018,bt.mohan.2018,"Mohan, J. A., Miller, N. R., Herzka, S. Z., Sosa-Nishizaki, O., Kohin, S., Dewar, H., ... & Wells, R. D. (2018). Elements of time and place: manganese and barium in shark vertebrae reflect age and upwelling histories. Proceedings of the Royal Society B, 285(1890), 20181760."
e71577a8327b918628b43a1964ef212ee802e9a4,Oncorhynchus tshawytscha,Osteichthyes,Actinopterygii,Salmoniformes,Salmonidae,Anadromous,Otolith,Stable isotope,123,Adult,LA-ICP-MS,Laser ablation,NA,NA,NA,NA,NA,NA,NA,Line,Sr8786,2007;2008;2012;2013;2014;2018,2021,bt.cordoleani.2021,"Cordoleani, F.  Phillis, C. C.  Sturrock, A. M.  FitzGerald, A. M.  Malkassian, A.  Whitman, G. E.  . . & Johnson, R. C. (2021). Threatened salmon rely on a rare life history strategy in a warming landscape. Nature Climate Change, 11(11), 982-988."
b1d57c53df5a27b620871db10a93f61cdc79f15e,Thunnus maccoyii,Osteichthyes,Actinopterygii,Perciformes,Scombridae,Oceanodromous,Otolith,Stable isotope,10,Adult,IRMS,NA,NA,NA,NA,NA,NA,NA,NA,Point,d13C;d18O,2003;2005,2009,NA,"Shiao, J. .  Yui, T. .  Hoie, H.  Ninnemann, U.  & Chang, S. . (2009). Otolith O and C stable isotope compositions of southern bluefin tuna Thunnus maccoyii (Pisces: Scombridae) as possible environmental and physiological indicators. Zoological Studies, 48(1), 71-82."
e80f5a925e039bbeef4567bbb0ad71d3c8f9797c,Cynoscion acoupa,Osteichthyes,Actinopterygii,Perciformes,Sciaenidae,Oceanodromous,Otolith,Stable isotope,42,Mixed,IRMS,NA,NA,NA,NA,NA,NBS-19,NA,NA,Point,d13C,2018,2018,NA,"Vane, K.  Larsen, T.  Scholz-Bottcher, B. M.  Kopke, B.  & Ekau, W. (2018). Ontogenetic resource utilization and migration reconstruction with d13C values of essential amino acids in the Cynoscion acoupa otolith. Ecology and evolution, 8(19), 9859-9869."
e8582de4928c664d86cace2375b1f55e71f51422,Oncorhynchus mykiss,Osteichthyes,Actinopterygii,Salmoniformes,Salmonidae,Anadromous,Otolith,Trace element,81,Mixed,WDM,NA,NA,NA,NA,NA,CaCO3;SrCO3,NA,NA,Point,Ca;Sr,1995,2000,NA,"Zimmerman, C. E.  & Reeves, G. H. (2000). Population structure of sympatric anadromous and nonanadromous Oncorhynchus mykiss: evidence from spawning surveys and otolith microchemistry. Canadian Journal of Fisheries and Aquatic Sciences, 57(10), 2152-2162."
e881e9336fc19b61454048ff30a298f4cf22ef99,Oncorhynchus clarkii,Osteichthyes,Actinopterygii,Salmoniformes,Salmonidae,Anadromous,Otolith,Trace element,30,Juvenile,LA-ICP-MS,Laser ablation,20,NA,NA,5,NA,Mg:0.15%;Ca:0.02%;Mn:3.5%;Sr;0.12%;Ba:0.22%;Pb:22%,NA,Line,Ba;Ca;Mg;Mn;Pb;Sr,2001;2002,2005,NA,"Muhlfeld, C. C.  Marotz, B.  Thorrold, S. R.  & FitzGerald, J. L. (2005). Geochemical signatures in scales record stream of origin in westslope cutthroat trout. Transactions of the American Fisheries Society, 134(4), 945-959."
e881e9336fc19b61454048ff30a298f4cf22ef99,Oncorhynchus clarkii,Osteichthyes,Actinopterygii,Salmoniformes,Salmonidae,Anadromous,Scale,Trace element,291,Juvenile,LA-ICP-MS,Laser ablation,30,NA,NA,5,NA,Mg:0.9%;Ca:11%;Mn:40%;Sr;23%;Ba:1%;Pb:27%,NA,Point,Ba;Ca;Mg;Mn;Pb;Sr,2001;2002,2005,NA,"Muhlfeld, C. C.  Marotz, B.  Thorrold, S. R.  & FitzGerald, J. L. (2005). Geochemical signatures in scales record stream of origin in westslope cutthroat trout. Transactions of the American Fisheries Society, 134(4), 945-959."
e8943e17c48d694f8c629b7ed001228ffa92fbc9,Oncorhynchus clarkii,Osteichthyes,Actinopterygii,Salmoniformes,Salmonidae,Anadromous,Otolith,Stable isotope,773,Mixed,LA-ICP-MS,Laser ablation,40,NA,NA,5,NA,NA,NA,Point,Sr8786,2017;2018,2020,NA,"Heckel IV, J. W.  Quist, M. C.  Watkins, C. J.  & Dux, A. M. (2020). Life history structure of westslope cutthroat trout: Inferences from otolith microchemistry. Fisheries Research, 222, 105416."
e8b382c8f53d4e9f6546245221b8e3f28f34727e,Oncorhynchus nerka,Osteichthyes,Actinopterygii,Salmoniformes,Salmonidae,Diadromous and potamodromous,Otolith,Trace element,2,Mixed,LA-ICP-MS,Laser ablation,40,NA,NA,5,NIST612;MACS-2,NA,NA,Line,Ba;Ca;Sr,2006;2007;2008,2016,NA,"Jaecks, T.  Bond, M. H.  & Quinn, T. P. (2016). Can dietary reliance on Pacific salmon eggs create otolith Sr/Ca signatures that mimic anadromy in resident salmonids? Environmental Biology of Fishes, 99(2), 237-247."
e8b382c8f53d4e9f6546245221b8e3f28f34727e,Salvelinus alpinus,Osteichthyes,Actinopterygii,Salmoniformes,Salmonidae,Partial migratory,Otolith,Trace element,5,Mixed,LA-ICP-MS,Laser ablation,40,NA,NA,5,NIST612;MACS-2,NA,NA,Line,Ba;Ca;Sr,2006;2007;2008,2016,NA,"Jaecks, T.  Bond, M. H.  & Quinn, T. P. (2016). Can dietary reliance on Pacific salmon eggs create otolith Sr/Ca signatures that mimic anadromy in resident salmonids? Environmental Biology of Fishes, 99(2), 237-247."
e8b382c8f53d4e9f6546245221b8e3f28f34727e,Salvelinus malma,Osteichthyes,Actinopterygii,Salmoniformes,Salmonidae,Anadromous,Otolith,Trace element,15,Mixed,LA-ICP-MS,Laser ablation,40,NA,NA,5,NIST612;MACS-2,NA,NA,Line,Ba;Ca;Sr,2006;2007;2008,2016,NA,"Jaecks, T.  Bond, M. H.  & Quinn, T. P. (2016). Can dietary reliance on Pacific salmon eggs create otolith Sr/Ca signatures that mimic anadromy in resident salmonids? Environmental Biology of Fishes, 99(2), 237-247."
e8bb87a730fcfe28bc976135b9496807a0eab84f,Oncorhynchus kisutch,Osteichthyes,Actinopterygii,Salmoniformes,Salmonidae,Anadromous,Otolith,Trace element,122,Mixed,LA-ICP-MS,Laser ablation,30,NA,NA,5,NA,NA,NA,Point,Ca;Sr,2008-2011,2014,NA,"Jones, K. K.  Cornwell, T. J.  Bottom, D. L.  Campbell, L. A.  & Stein, S. (2014). The contribution of estuary-resident life histories to the return of adult Oncorhynchus kisutch. Journal of Fish Biology, 85(1), 52-80."
e8d570125e254eeaea3a3e2f6fc4a95d4c8f7032,Dicentrarchus labrax,Osteichthyes,Actinopterygii,Perciformes,Moronidae,Oceanodromous,Otolith,Trace element,323,Juvenile,LA-ICP-MS,Laser ablation,NA,NA,NA,NA,NIST612;MACS-3,NA,NA,Point,Ba;Ca;Li;Mg;Mn;Sr,2009,2018,NA,"Reis-Santos, P.  Vasconcelos, R. P.  Tanner, S. E.  Fonseca, V. F.  Cabral, H. N.  & Gillanders, B. M. (2018). Extrinsic and intrinsic factors shape the ability of using otolith chemistry to characterize estuarine environmental histories. Marine Environmental Research, 140, 332-341."
e92dedf3a58c5b288661c078025bcb8547c851df,Esox lucius,Osteichthyes,Actinopterygii,Esociformes,Esocidae,Partial migratory,Otolith,Trace element,175,Adult,PIXE,NA,NA,NA,NA,NA,NA,NA,NA,Line,Ca;Sr,NA,2011,NA,"Engstedt, O.  Stenroth, P.  Larsson, P.  Ljunggren, L.  & Elfman, M. (2010). Assessment of natal origin of pike (Esox lucius) in the Baltic Sea using Sr: Ca in otoliths. Environmental Biology of Fishes, 89(3), 547-555."
e98f5e97d81fde3d5848c24ba217a31f6b78d92f,Pagrus auratus,Osteichthyes,Actinopterygii,Perciformes,Sparidae,Oceanodromous,Otolith,Trace element,45,Mixed,LA-ICP-MS,Laser ablation,NA,NA,NA,NA,NIST612,NA,NA,Point,Ba;Mn;Sr,2000;2001,2005,NA,"Hamer, P. A.  Jenkins, G. P.  & Gillanders, B. M. (2005). Chemical tags in otoliths indicate the importance of local and distant settlement areas to populations of a temperate sparid, Pagrus auratus. Canadian Journal of Fisheries and Aquatic Sciences, 62(3), 623-630."
e9aeaea44baa80cb27c066311006de827f05cad2,Sphyrna lewini,Chondrichthyes,Chondrichthyes,Carcharhiniformes,Sphyrnidae,Oceanodromous,Vertebra,Trace element,33,Mixed,LA-ICP-MS,Laser ablation,83;108,NA,NA,108;10,NIST612;MACS-3,NA,NA,Point,Ba;Ca;Co;Cu;Fe;Li;Mg;Mn;Na;Pb;Rb;Sn;Sr,2016,2020,NA,"Coiraton, C., & Amezcua, F. (2020). In utero elemental tags in vertebrae of the scalloped hammerhead shark Sphyrna lewini reveal migration patterns of pregnant females. Scientific Reports, 10(1), 1799."
e9be599c0f2964aca5b53f1847b7b5ad2eca1164,Osmerus eperlanus,Osteichthyes,Actinopterygii,Osmeriformes,Osmeridae,Anadromous,Otolith,Trace element,110,Adult,LA-ICP-MS,Laser ablation,25,NA,NA,25,NIST610;NIST612,NA,NA,Line,Sr,2009,2013,NA,"Tulp, I. Keller M, Navez J, Winter HV, de Graaf M, et al. 2013) Connectivity between Migrating and Landlocked Populations of a Diadromous Fish Species Investigated Using Otolith Microchemistry. PloS One, 8(7), e69796."
e9d0067a518ebebf18445050e2f31b271a4ac5b7,Ariopsis felis,Osteichthyes,Actinopterygii,Siluriformes,Ariidae,Semi-anadromous,Otolith,Stable isotope,1,Adult,IRMS,NA,NA,NA,NA,NA,NA,NA,NA,Point,d18O,2001,2006,NA,"Walker, K. J., & Surge, D. (2006). Developing oxygen isotope proxies from archaeological sources for the study of Late Holocene human-climate interactions in coastal southwest Florida. Quaternary International, 150(1), 3-11."
ea04363fbe677aa7b3440af9abb0f72fd5b478a5,Oncorhynchus keta,Osteichthyes,Actinopterygii,Salmoniformes,Salmonidae,Anadromous,Otolith,Stable isotope,312,Mixed,IRMS,Microdrilling,NA,NA,NA,NA,NBS-18;NBS-19,NA,NA,Point,d13C;d18O,NA,2021,NA,"Wang, J.  Gao, Y.  Liu, W.  Zhang, H.  & Dettman, D. L. (2021). The life history and populations of chum salmon (Oncorhynchus keta) in China: An otolith isotopic investigation. Applied Geochemistry, 127, 104903."
ea10dab6a0d95f8e57074646489386aaceae0100,Carcharhinus leucas,Chondrichthyes,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Amphidromous,Muscle,Stable isotope,28,Mixed,IRMS,NA,NA,NA,NA,NA,NA,NA,NA,Point,d13C,2009;2010;2011,2012,NA,"Belicka, L. L., Matich, P., Jaffe, R., & Heithaus, M. R. (2012). Fatty acids and stable isotopes as indicators of early-life feeding and potential maternal resource dependency in the bull shark Carcharhinus leucas. Marine Ecology Progress Series, 455, 245-256."
ea858d445cd8148d36b138a4602ea0a084d4b070,Oncorhynchus tshawytscha,Osteichthyes,Actinopterygii,Salmoniformes,Salmonidae,Anadromous,Muscle,Stable isotope,315,Juvenile,EA-IRMS,NA,NA,NA,NA,NA,NA,NA,NA,Point,d13C;d15N;d34S,2014-2016,2021,NA,"Bell-Tilcock, M.  Jeffres, C. A.  Rypel, A. L.  Willmes, M.  Armstrong, R. A.  Holden, P.  . . & Johnson, R. C. (2021). Biogeochemical processes create distinct isotopic fingerprints to track floodplain rearing of juvenile salmon. PloS One, 16(10), e0257444."
ea858d445cd8148d36b138a4602ea0a084d4b070,Oncorhynchus tshawytscha,Osteichthyes,Actinopterygii,Salmoniformes,Salmonidae,Anadromous,Otolith,Stable isotope,5,Juvenile,EA-IRMS,NA,NA,NA,NA,NA,NA,NA,NA,Point,d34S,2014-2016,2021,bt.belltilcock.2021b,"Bell-Tilcock, M.  Jeffres, C. A.  Rypel, A. L.  Willmes, M.  Armstrong, R. A.  Holden, P.  . . & Johnson, R. C. (2021). Biogeochemical processes create distinct isotopic fingerprints to track floodplain rearing of juvenile salmon. PloS One, 16(10), e0257444."
eaac8cbf52fe5a33b564fc03a12ae27fbc5d85f5,Micropterus dolomieu,Osteichthyes,Actinopterygii,Perciformes,Centrarchidae,Partial migratory,Otolith,Stable isotope,209,Mixed,LA-ICP-MS,Laser ablation,90,NA,NA,10,NIST987,NA,NA,Point,Sr8786,2011;2012;2013,2017,NA,"Humston, R., Doss, S. S., Wass, C., Hollenbeck, C., Thorrold, S. R., Smith, S., & Bataille, C. P. (2017). Isotope geochemistry reveals ontogeny of dispersal and exchange between main-river and tributary habitats in smallmouth bass Micropterus dolomieu. Journal of Fish Biology, 90(2), 528-548."
eaac8cbf52fe5a33b564fc03a12ae27fbc5d85f5,Micropterus dolomieu,Osteichthyes,Actinopterygii,Perciformes,Centrarchidae,Partial migratory,Otolith,Stable isotope,209,Mixed,LA-ICP-MS,Laser ablation,90,NA,NA,10,NIST987,NA,NA,Line,Sr8786,2011;2012;2013,2017,NA,"Humston, R., Doss, S. S., Wass, C., Hollenbeck, C., Thorrold, S. R., Smith, S., & Bataille, C. P. (2017). Isotope geochemistry reveals ontogeny of dispersal and exchange between main-river and tributary habitats in smallmouth bass Micropterus dolomieu. Journal of Fish Biology, 90(2), 528-548."
eab90763fb49e880455a021169145d6cdb715e18,Awaous melanocephalus,Osteichthyes,Actinopterygii,Gobiiformes,Gobiidae,Amphidromous,Otolith,Trace element,1,Adult,EPMA,NA,NA,NA,NA,NA,NA,NA,NA,Line,Ca;Sr,1995;1996,1998,Fig.2,"Shen, K. N.  Lee, Y. C.  & Tzeng, W. N. (1998). Use of otolith microchemistry to investigate the life history pattern of gobies in a Taiwanese stream. Zoological Studies, 37, 322-329."
eab90763fb49e880455a021169145d6cdb715e18,Eleotris acanthopomus,Osteichthyes,Actinopterygii,Gobiiformes,Eleotridae,Amphidromous,Otolith,Trace element,1,Adult,EPMA,NA,NA,NA,NA,NA,NA,NA,NA,Line,Ca;Sr,1995;1996,1998,Fig.2,"Shen, K. N.  Lee, Y. C.  & Tzeng, W. N. (1998). Use of otolith microchemistry to investigate the life history pattern of gobies in a Taiwanese stream. Zoological Studies, 37, 322-329."
eab90763fb49e880455a021169145d6cdb715e18,Favonigobius reichei,Osteichthyes,Actinopterygii,Gobiiformes,Gobiidae,Amphidromous,Otolith,Trace element,1,Adult,EPMA,NA,NA,NA,NA,NA,NA,NA,NA,Line,Ca;Sr,1995;1996,1998,Fig.2,"Shen, K. N.  Lee, Y. C.  & Tzeng, W. N. (1998). Use of otolith microchemistry to investigate the life history pattern of gobies in a Taiwanese stream. Zoological Studies, 37, 322-329."
eab90763fb49e880455a021169145d6cdb715e18,Glossogobius celebius,Osteichthyes,Actinopterygii,Gobiiformes,Gobiidae,Amphidromous,Otolith,Trace element,1,Adult,EPMA,NA,NA,NA,NA,NA,NA,NA,NA,Line,Ca;Sr,1995;1996,1998,Fig.2,"Shen, K. N.  Lee, Y. C.  & Tzeng, W. N. (1998). Use of otolith microchemistry to investigate the life history pattern of gobies in a Taiwanese stream. Zoological Studies, 37, 322-329."
eab90763fb49e880455a021169145d6cdb715e18,Oligolepis acutipennis,Osteichthyes,Actinopterygii,Gobiiformes,Gobiidae,Amphidromous,Otolith,Trace element,1,Adult,EPMA,NA,NA,NA,NA,NA,NA,NA,NA,Line,Ca;Sr,1995;1996,1998,Fig.2,"Shen, K. N.  Lee, Y. C.  & Tzeng, W. N. (1998). Use of otolith microchemistry to investigate the life history pattern of gobies in a Taiwanese stream. Zoological Studies, 37, 322-329."
eab90763fb49e880455a021169145d6cdb715e18,Psammogobius biocellatus,Osteichthyes,Actinopterygii,Gobiiformes,Gobiidae,Amphidromous,Otolith,Trace element,1,Adult,EPMA,NA,NA,NA,NA,NA,NA,NA,NA,Line,Ca;Sr,1995;1996,1998,Fig.2,"Shen, K. N.  Lee, Y. C.  & Tzeng, W. N. (1998). Use of otolith microchemistry to investigate the life history pattern of gobies in a Taiwanese stream. Zoological Studies, 37, 322-329."
eab90763fb49e880455a021169145d6cdb715e18,Redigobius bikolanus,Osteichthyes,Actinopterygii,Gobiiformes,Gobiidae,Amphidromous,Otolith,Trace element,1,Adult,EPMA,NA,NA,NA,NA,NA,NA,NA,NA,Line,Ca;Sr,1995;1996,1998,Fig.2,"Shen, K. N.  Lee, Y. C.  & Tzeng, W. N. (1998). Use of otolith microchemistry to investigate the life history pattern of gobies in a Taiwanese stream. Zoological Studies, 37, 322-329."
eab90763fb49e880455a021169145d6cdb715e18,Rhinogobius brunneus,Osteichthyes,Actinopterygii,Gobiiformes,Gobiidae,Amphidromous,Otolith,Trace element,1,Adult,EPMA,NA,NA,NA,NA,NA,NA,NA,NA,Line,Ca;Sr,1995;1996,1998,Fig.2,"Shen, K. N.  Lee, Y. C.  & Tzeng, W. N. (1998). Use of otolith microchemistry to investigate the life history pattern of gobies in a Taiwanese stream. Zoological Studies, 37, 322-329."
eab90763fb49e880455a021169145d6cdb715e18,Sicyopterus japonicus,Osteichthyes,Actinopterygii,Gobiiformes,Gobiidae,Amphidromous,Otolith,Trace element,1,Adult,EPMA,NA,NA,NA,NA,NA,NA,NA,NA,Line,Ca;Sr,1995;1996,1998,Fig.2,"Shen, K. N.  Lee, Y. C.  & Tzeng, W. N. (1998). Use of otolith microchemistry to investigate the life history pattern of gobies in a Taiwanese stream. Zoological Studies, 37, 322-329."
eab90763fb49e880455a021169145d6cdb715e18,Stenogobius genivittatus,Osteichthyes,Actinopterygii,Gobiiformes,Gobiidae,Amphidromous,Otolith,Trace element,1,Adult,EPMA,NA,NA,NA,NA,NA,NA,NA,NA,Line,Ca;Sr,1995;1996,1998,Fig.2,"Shen, K. N.  Lee, Y. C.  & Tzeng, W. N. (1998). Use of otolith microchemistry to investigate the life history pattern of gobies in a Taiwanese stream. Zoological Studies, 37, 322-329."
eabf95501fd3accc84e69120dfb2a15e0570f436,Micropogonias undulatus,Osteichthyes,Actinopterygii,Perciformes,Sciaenidae,Undetermined,Otolith,Trace element,676,Mixed,LA-ICP-MS,Laser ablation,50;25,NA,3.3,50;5,NIST612;MACS-3,NA,NA,Point,Ba;Ca;Mn,2014;2015,2019,bt.altenritter.2018.2019,"Altenritter, M. E., & Walther, B. D. (2019). The legacy of hypoxia: tracking carryover effects of low oxygen exposure in a demersal fish using geochemical tracers. Transactions of the American Fisheries Society, 148(3), 569-583."
eac878d1074856bae5db8590b87d41912527fa40,Carcharhinus melanopterus,Chondrichthyes,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Amphidromous,Blood,Stable isotope,99,Juvenile,IRMS,NA,NA,NA,NA,NA,NA,NA,NA,Point,d13C;d15N,2012;2013,2017,NA,"Matich, P., Kiszka, J. J., Mourier, J., Planes, S., & Heithaus, M. R. (2017). Species co-occurrence affects the trophic interactions of two juvenile reef shark species in tropical lagoon nurseries in Moorea (French Polynesia). Marine environmental research, 127, 84-91."
eac878d1074856bae5db8590b87d41912527fa40,Negaprion acutidens,Chondrichthyes,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Suspected migrant,Blood,Stable isotope,56,Juvenile,IRMS,NA,NA,NA,NA,NA,NA,NA,NA,Point,d13C;d15N,2012;2013,2017,NA,"Matich, P., Kiszka, J. J., Mourier, J., Planes, S., & Heithaus, M. R. (2017). Species co-occurrence affects the trophic interactions of two juvenile reef shark species in tropical lagoon nurseries in Moorea (French Polynesia). Marine environmental research, 127, 84-91."
eacd9275eeff449805770b78fbce3f5759cc7bcc,Oncorhynchus nerka,Osteichthyes,Actinopterygii,Salmoniformes,Salmonidae,Diadromous and potamodromous,Egg,Stable isotope,20,Mixed,IRMS,NA,NA,NA,NA,NA,IA-R036;NBS-127;IAEA-S1;IA-R036;IA-R027,NA,NA,Point,d34S,2005-2009,2010,NA,"Godbout, L.  Trudel, M.  Irvine, J. R.  Wood, C. C.  Grove, M. J.  Schmitt, A. K.  & McKeegan, K. D. (2010). Sulfur isotopes in otoliths allow discrimination of anadromous and non-anadromous ecotypes of sockeye salmon (Oncorhynchus nerka). Environmental Biology of Fishes, 89(3), 521-532."
eacd9275eeff449805770b78fbce3f5759cc7bcc,Oncorhynchus nerka,Osteichthyes,Actinopterygii,Salmoniformes,Salmonidae,Diadromous and potamodromous,Muscle,Stable isotope,7,Juvenile,IRMS,NA,NA,NA,NA,NA,IA-R036;NBS-127;IAEA-S1;IA-R036;IA-R027,NA,NA,Point,d34S,2005-2009,2010,NA,"Godbout, L.  Trudel, M.  Irvine, J. R.  Wood, C. C.  Grove, M. J.  Schmitt, A. K.  & McKeegan, K. D. (2010). Sulfur isotopes in otoliths allow discrimination of anadromous and non-anadromous ecotypes of sockeye salmon (Oncorhynchus nerka). Environmental Biology of Fishes, 89(3), 521-532."
eacd9275eeff449805770b78fbce3f5759cc7bcc,Oncorhynchus nerka,Osteichthyes,Actinopterygii,Salmoniformes,Salmonidae,Diadromous and potamodromous,Otolith,Stable isotope,21,Juvenile,SIMS,NA,NA,NA,NA,NA,NA,NA,NA,Line,d34S,2005-2009,2010,NA,"Godbout, L.  Trudel, M.  Irvine, J. R.  Wood, C. C.  Grove, M. J.  Schmitt, A. K.  & McKeegan, K. D. (2010). Sulfur isotopes in otoliths allow discrimination of anadromous and non-anadromous ecotypes of sockeye salmon (Oncorhynchus nerka). Environmental Biology of Fishes, 89(3), 521-532."
eacd9275eeff449805770b78fbce3f5759cc7bcc,Oncorhynchus nerka,Osteichthyes,Actinopterygii,Salmoniformes,Salmonidae,Diadromous and potamodromous,Scale,Stable isotope,8,Juvenile,IRMS,NA,NA,NA,NA,NA,IA-R036;NBS-127;IAEA-S1;IA-R036;IA-R027,NA,NA,Point,d34S,2005-2009,2010,NA,"Godbout, L.  Trudel, M.  Irvine, J. R.  Wood, C. C.  Grove, M. J.  Schmitt, A. K.  & McKeegan, K. D. (2010). Sulfur isotopes in otoliths allow discrimination of anadromous and non-anadromous ecotypes of sockeye salmon (Oncorhynchus nerka). Environmental Biology of Fishes, 89(3), 521-532."
ead5a6bf6bbf2d9a6f76de42c99945fbfbc517dc,Carcharhinus limbatus,Chondrichthyes,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Amphidromous,Vertebra,Trace element,16,Juvenile,LA-ICP-MS,Laser ablation,80,NA,4,NA,NIST612;MACS-3,NA,NA,Point,Ba;Ca;Li;Mg;Mn;Pb;Sr,2012;2013,2017,NA,"Lewis, J. P., Patterson III, W. F., & Carlson, J. K. (2017). Natural variability and effects of cleaning and storage procedures on vertebral chemistry of the blacktip shark Carcharhinus limbatus. Journal of Fish Biology, 91(5), 1284-1300."
eb044cf54a4ef54be9e5d14832e6d601c2dfe29d,Helicolenus percoides,Osteichthyes,Actinopterygii,Scorpaeniformes,Sebastidae,Undetermined,Muscle,Stable isotope,84,Adult,CF-IRMS,NA,NA,NA,NA,NA,IAEA-CH6;IAEA-N1;IAEA-N2,13C;0.02%;0.035%,NA,Point,d13C;d15N,2004,2010,NA,"Lawton, R. J., Wing, S. R., & Lewis, A. M. (2010). Evidence for discrete subpopulations of sea perch (Helicolenus ercoides) across four fjords in Fiordland, New Zealand. New Zealand Journal of Marine and Freshwater Research, 44(4), 309-322."
